,name,salary_from,salary_to,salary_currency,area_name,published_at
2184,Менеджер по продукту (Умные девайсы),,,,Москва,2022-12-12T15:08:08+0300
2185,Frontend-разработчик,,,,Казань,2022-12-12T16:27:12+0300
2186,Technical Support Specialist,,,,Тбилиси,2022-12-12T15:31:44+0300
2187,Системный администратор,65000.0,,RUR,Бугульма,2022-12-12T16:27:34+0300
2188,PHP разработчик (Yii2),80000.0,100000.0,RUR,Подольск (Московская область),2022-12-12T12:32:26+0300
2189,Руководитель проекта,,,,Санкт-Петербург,2022-12-12T16:20:02+0300
2190,Методолог,60000.0,70000.0,RUR,Пермь,2022-12-12T13:51:28+0300
2191,Старший проектный менеджер в команду ценности подписки Плюс,,,,Москва,2022-12-12T17:45:21+0300
2192,3д Визуализатор - Дизайнер Интерьера,30000.0,80000.0,KGS,Бишкек,2022-12-12T17:46:28+0300
2193,Эксперт по внедрению платформы процессного управления,250000.0,,RUR,Краснодар,2022-12-12T14:53:50+0300
2194,Системный администратор,70000.0,,RUR,Москва,2022-12-12T15:04:06+0300
2195,Продуктовый дизайнер (Дизайн система),,,,Москва,2022-12-12T16:58:06+0300
2196,Координатор проектов по экспорту (со знанием английского языка),,,,Ярославль,2022-12-12T16:04:17+0300
2197,Ведущий дизайнер,60000.0,,RUR,Ижевск,2022-12-12T14:39:48+0300
2198,Супервайзер проекта,45000.0,,RUR,Пенза,2022-12-12T16:02:05+0300
2199,Системный администратор,75000.0,,RUR,Люберцы,2022-12-12T13:21:22+0300
2200,Chief Product Officer (EdTech),,,,Москва,2022-12-12T15:29:17+0300
2201,Программист,22000.0,28000.0,RUR,Тамбов,2022-12-12T17:35:28+0300
2202,Главный системный аналитик,,,,Москва,2022-12-12T13:28:43+0300
2203,Ведущий бизнес-аналитик/ Business analyst (Депозитарий),,,,Москва,2022-12-12T13:41:11+0300
2204,Ведущий программист,27000.0,,RUR,Йошкар-Ола,2022-12-12T17:24:15+0300
2205,Atlassian engineer,,,,Санкт-Петербург,2022-12-12T17:46:20+0300
2206,Оператор станков с ЧПУ (листогибочный станок),1800.0,2500.0,BYR,Минск,2022-12-12T15:59:53+0300
2207,Шлифовщик,60000.0,80000.0,RUR,Москва,2022-12-12T15:45:27+0300
2208,Монтажник слаботочных систем,45000.0,80000.0,RUR,Казань,2022-12-12T13:23:18+0300
2209,Fullstack-разработчик (Node.js + React/Angular),,70000.0,RUR,Казань,2022-12-12T12:40:59+0300
2210,Системный администратор,,60000.0,RUR,Санкт-Петербург,2022-12-12T14:55:30+0300
2211,Разработчик / Ведущий разработчик .Net/C#,,,,Минск,2022-12-12T14:20:24+0300
2212,Ведущий системный аналитик (front\ back),,,,Москва,2022-12-12T15:27:52+0300
2213,Программист 1С - Home office,100000.0,150000.0,RUR,Москва,2022-12-12T14:10:06+0300
2214,Специалист технической поддержки на чатах,33000.0,38000.0,RUR,Ульяновск,2022-12-12T12:26:58+0300
2215,Специалист технической поддержки,60000.0,,RUR,Владимир,2022-12-12T15:07:21+0300
2216,Fullstack junior разработчик (laravel/vue.js/php),50000.0,150000.0,RUR,Москва,2022-12-12T13:23:18+0300
2217,Координатор проектов по экспорту (со знанием английского языка),,,,Санкт-Петербург,2022-12-12T16:04:34+0300
2218,Сервисный специалист (систем очистки воды),60000.0,120000.0,RUR,Москва,2022-12-12T13:58:25+0300
2219,Старший менеджер проекта,,,,Нижний Тагил,2022-12-12T12:09:10+0300
2220,Руководитель отдела технической поддержки пользователей (L1),,,,Нижний Новгород,2022-12-12T13:21:58+0300
2221,Аналитик в отдел коммерческого прогнозирования,,,,Москва,2022-12-12T17:44:32+0300
2222,Токарь-универсал,100000.0,,RUR,Челябинск,2022-12-12T14:19:58+0300
2223,Графический дизайнер,25000.0,,KGS,Бишкек,2022-12-12T12:23:47+0300
2224,Токарь 4-6 разряд,30000.0,,RUR,Оренбург,2022-12-12T14:45:56+0300
2225,Инженер по обслуживанию медицинской техники,2000.0,,BYR,Минск,2022-12-12T17:24:34+0300
2226,Product manager (HR Operations),,,,Москва,2022-12-12T14:22:53+0300
2227,Технолог/Оператор Чпу,1500.0,,BYR,Минск,2022-12-12T12:45:42+0300
2228,Системный администратор/Ведущий системный администратор (офис+ удаленка),150000.0,200000.0,RUR,Москва,2022-12-12T13:23:48+0300
2229,Сервисный инженер (приходящий),,,,Ростов-на-Дону,2022-12-12T13:19:00+0300
2230,Бизнес - аналитик (в команду BI),,,,Москва,2022-12-12T16:17:21+0300
2231,Системный администратор,,,,Москва,2022-12-12T12:11:38+0300
2232,Frontend-разработчик,,,,Томск,2022-12-12T12:45:42+0300
2233,Бизнес-аналитик (Москва),,,,Москва,2022-12-12T14:56:30+0300
2234,Аналитик,,,,Тверь,2022-12-12T17:44:46+0300
2235,Разработчик программного обеспечения,200000.0,,RUR,Ижевск,2022-12-12T15:30:46+0300
2236,Старший аналитик данных,,,,Москва,2022-12-12T16:59:58+0300
2237,Фрезеровщик 4-5 разряда,60000.0,65000.0,RUR,Воронеж,2022-12-12T12:59:29+0300
2238,Главный эксперт отдела развития инфраструктуры (архитектор вычислительной инфраструктуры),,160000.0,RUR,Махачкала,2022-12-12T14:31:54+0300
2239,Middle System Analyst,,250000.0,RUR,Москва,2022-12-12T13:28:46+0300
2240,QA Automation Engineer (Python),,,,Москва,2022-12-12T15:22:43+0300
2241,"Backend разработчик Middle +, Senior (Python, Go)",200000.0,,RUR,Москва,2022-12-12T16:51:41+0300
2242,Механик транспортного цеха,70000.0,100000.0,RUR,Сургут,2022-12-12T16:27:17+0300
2243,Frontend-разработчик,,,,Санкт-Петербург,2022-12-12T12:45:47+0300
2244,Менеджер поддержки партнеров,45000.0,55000.0,RUR,Ульяновск,2022-12-12T14:21:52+0300
2245,Software Engineer,,,,Москва,2022-12-12T14:38:20+0300
2246,Главный эксперт отдела развития инфраструктуры (архитектор вычислительной инфраструктуры),,160000.0,RUR,Самара,2022-12-12T14:31:54+0300
2247,Специалист отдела управления проектами,35000.0,,RUR,Новороссийск,2022-12-12T16:32:37+0300
2248,Тестировщик ПО,,,,Москва,2022-12-12T16:45:16+0300
2249,Инженер-наладчик КИПиА,115000.0,,RUR,Москва,2022-12-12T17:25:09+0300
2250,Android-разработчик НаСпорте,,,,Москва,2022-12-12T15:03:47+0300
2251,Оператор станков с ЧПУ,50000.0,70000.0,RUR,Набережные Челны,2022-12-12T15:17:43+0300
2252,Токарь-универсал,120000.0,,RUR,Нижний Новгород,2022-12-12T12:51:56+0300
2253,Техник/Технолог (Кухни на заказ),,,,Ростов-на-Дону,2022-12-12T15:29:05+0300
2254,Программист 1C (Альтон),40000.0,,RUR,Москва,2022-12-12T16:50:05+0300
2255,Системный аналитик (Обеспечение наличного денежного обращения),,,,Москва,2022-12-12T14:38:59+0300
2256,Специалист по тестированию на проникновение (Pentester),,,,Москва,2022-12-12T14:14:06+0300
2257,Ведущий специалист отдела сводного учета и администрирования,107441.0,,RUR,Москва,2022-12-12T13:39:33+0300
2258,Менеджер по продажам IT продукта,1600.0,2500.0,BYR,Минск,2022-12-12T15:23:31+0300
2259,Редактор сайта,40000.0,,RUR,Иваново (Ивановская область),2022-12-12T13:14:10+0300
2260,Project Manager,,,,Москва,2022-12-12T14:01:47+0300
2261,Специалист по информационной безопасности,49000.0,49000.0,RUR,Ярославль,2022-12-12T15:33:25+0300
2262,Программист 1C 8,6000.0,,BYR,Минск,2022-12-12T15:52:50+0300
2263,Наладчик станков с ЧПУ,135000.0,145000.0,RUR,Самара,2022-12-12T13:25:48+0300
2264,Техник- электрик,50000.0,,RUR,Санкт-Петербург,2022-12-12T14:14:48+0300
2265,Менеджер по маркетингу (Smart City),,,,Москва,2022-12-12T16:58:44+0300
2266,Localization Engineer,,,,Москва,2022-12-12T17:44:00+0300
2267,Junior/Middle PHP Developer,,,,Минск,2022-12-12T13:24:30+0300
2268,Наладчик-оператор ЧПУ,50000.0,,RUR,Махачкала,2022-12-12T14:47:00+0300
2269,Специалист службы технической поддержки,39000.0,,RUR,Пермь,2022-12-12T15:09:27+0300
2270,Специалист технической поддержки,65000.0,,RUR,Домодедово,2022-12-12T15:49:12+0300
2271,Аналитик по описанию бизнес-процессов,,,,Москва,2022-12-12T13:56:35+0300
2272,PHP-разработчик (Laravel) \ Программист Laravel,60000.0,120000.0,RUR,Краснодар,2022-12-12T17:45:21+0300
2273,Математик-алгоритмист (Junior),,,,Москва,2022-12-12T17:43:03+0300
2274,Бизнес-аналитик,,,,Москва,2022-12-12T14:17:44+0300
2275,"QA Automation Engineer в финтех компанию (Кипр, удаленно)",3000.0,,EUR,Москва,2022-12-12T14:28:25+0300
2276,Руководитель группы контента (медицинская тематика),,,,Москва,2022-12-12T13:44:48+0300
2277,Токарь-универсал,105000.0,130000.0,RUR,Камызяк,2022-12-12T15:43:48+0300
2278,Systems administrator (Windows),,,,Москва,2022-12-12T16:56:50+0300
2279,Разработчик PHP,,,,Казань,2022-12-12T14:55:34+0300
2280,Креативный старший копирайтер,,,,Москва,2022-12-12T13:29:29+0300
2281,Редактор-инфографер,80000.0,80000.0,RUR,Москва,2022-12-12T14:41:51+0300
2282,Токарь-универсал,105000.0,130000.0,RUR,Сергиевск,2022-12-12T15:43:44+0300
2283,Руководитель проекта (SAP),,,,Красноярск,2022-12-12T13:34:01+0300
2284,Главный инженер разработки (фронт),,,,Москва,2022-12-12T15:29:14+0300
2285,IT Project Manager (Middle),,,,Минск,2022-12-12T16:51:47+0300
2286,Motion Designer (Mobile marketing) / Моушн Дизайнер,,,,Москва,2022-12-12T13:48:43+0300
2287,Токарь на трубонарезной станок,100000.0,,RUR,Воронеж,2022-12-12T14:59:54+0300
2288,Токарь-универсал,105000.0,130000.0,RUR,Борисоглебский,2022-12-12T15:43:52+0300
2289,Токарь-универсал,105000.0,130000.0,RUR,Севск,2022-12-12T15:43:46+0300
2290,"Специалист технической поддержки iiko, штрих-м второй линии (удаленно)",45000.0,,RUR,Краснодар,2022-12-12T15:42:43+0300
